provincia	poblacion.ID	agebad	bascul	cacsol	carpla	chlluc	colcam	colliv	colmel	colpic	corcuc	crapyr	cyabri	cyachr	cycguj	elapar	eupchl	falspa	furruf	griaur	guigui	helfur	hylchr	ictpyr	lateul	lepang	leppla	lepver	macri	melcac	mimsat	mimtri	molbon	molruf	myibru	myifas	myimac	myimon	pacpol	parcor	parpit	pasdom	patmac	patpic	phastr	pipbon	pitsul	poldum	pooery	poomel	ramptoc	rupmag	salaur	salcoe	salsim	sapspa	satict	schphr	sersub	sicfla	sitgri	spimag	spocae	stuvul	synalb	tacleu	tarmaj	theacu	trhsay	troaed	turama	turchi	turruf	tyrmel	tyrsav	vanchi	venpas	xenalb	xoliru	zenaur	zoncap
Entre_Rios	Sauce_Montrull	1	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	0	0	0	5	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	4	9	0	0	0	0	6	1	0	0	0	0	0	5	0	0	1	0	3	0	0	0	0	3	0	0	12	0	0	0	0	0	0	5	12
Corrientes	Carlos_Pellegrini	0	0	1	0	0	1	0	1	0	0	0	0	0	4	4	0	0	18	1	0	0	0	0	0	2	0	0	3	0	0	0	2	0	0	0	1	10	0	6	0	7	0	1	2	0	7	1	0	0	0	0	1	10	1	0	1	0	0	2	0	0	0	0	0	0	0	0	9	7	2	0	9	1	0	1	1	1	0	12	10
Entre_Rios	La_Paz	1	0	0	0	1	0	0	0	6	0	0	2	0	0	0	0	0	9	1	4	0	0	0	0	0	0	0	2	0	4	0	0	7	0	1	0	9	0	36	0	4	3	0	0	0	1	0	0	0	0	0	11	2	0	0	0	2	1	5	0	0	0	0	0	0	0	0	10	3	6	0	2	0	4	0	0	0	1	19	6
Buenos_Aires	Magdalena	17	0	0	0	9	0	0	3	0	0	0	0	0	1	14	0	0	4	0	0	0	0	1	0	2	1	2	0	0	4	0	1	2	0	0	2	0	3	4	0	0	0	4	0	7	13	5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	2	0	10	1	0	0	0	0	0	0	12
Buenos_Aires	La_Plata	5	1	0	0	1	0	20	1	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	1	0	0	1	0	16	0	4	2	0	0	0	2	0	0	0	9	0	8	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	8	5	0	46	4	0	2	0	0	0	57	2
Jujuy	El_Carmen	10	0	0	1	6	0	2	0	5	0	0	0	1	0	0	1	0	13	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	20	0	1	0	6	23	0	0	0	5	2	4	0	0	0	0	0	0	13	1	0	2	0	0	4	1	0	41	13	0	0	4	1	0	13	0	0	0	22	6
Catamarca	El_Rodeo	4	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	2	0	5	18	0	1	1	0	1	14	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5	16	10	0	10	6	0	0	0	0	0	0	1	22
Tucuman	Tucuman	10	0	0	0	2	0	4	0	0	1	0	0	0	1	0	1	0	26	0	0	0	0	0	0	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	3	55	1	0	0	0	34	0	0	0	0	1	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	28	13	0	0	5	0	2	0	0	0	0	10	1
